Pubmed_id	Year	Title	Key_words	Cite_by
34874592	2022	A YAP1::TFE3 cutaneous low-grade fibromyxoid neoplasm: A novel entity!	[]	0
34858760	2021	Efficacy of Oral Tranexamic Acid Versus Combined Oral Contraceptives for Heavy Menstrual Bleeding.	[]	0
34839987	2022	McCune-Albright syndrome - A case report with transmission electron microscopy.	[]	0
34836020	2021	Amino Acid Profile in Malnourished Patients with Liver Cirrhosis and Its Modification with Oral Nutritional Supplements: Implications on Minimal Hepatic Encephalopathy.	[]	0
34828578	2021	Associations of 24-Hour Movement Behavior with Depressive Symptoms and Anxiety in Children: Cross-Sectional Findings from a Chinese Sample.	[]	0
34807970	2022	Whole-exome analysis of adolescents with low VWF and heavy menstrual bleeding identifies novel genetic associations.	[]	0
34798641	2022	In-vivo production of branched-chain amino acids, branched-chain keto acids, and β-hydroxy β-methylbutyric acid.	[]	0
34796314	2021	A quality-of-life questionnaire for heavy menstrual bleeding in Thai women receiving oral antithrombotics: Assessment of the translated Menstrual Bleeding Questionnaire.	[]	1
34789628	2021	[An adult case of neurocutaneous melanosis with acute exacerbation after a long asymptomatic period following excision of a melanocytic nevus].	[]	0
34786136	2021	Heavy menstrual bleeding due to primary myelofibrosis in a woman: a case report.	[]	0
34768327	2021	Femoral µCT Analysis, Mechanical Testing and Immunolocalization of Bone Proteins in β-Hydroxy β-Methylbutyrate (HMB) Supplemented Spiny Mouse in a Model of Pregnancy and Lactation-Associated Osteoporosis.	[]	0
34765861	2021	Quality of life in adolescents with heavy menstrual bleeding: Validation of the Adolescent Menstrual Bleeding Questionnaire (aMBQ).	[]	1
34763479	2021	Anorectal melanoma and gene analysis of personalized adjuvant therapy: a case report.	[]	0
34761486	2022	Bleeding patterns in patients before and after diagnosis of von Willebrand disease: Analysis of a US medical claims database.	[]	0
34759454	2021	Primary Clear Cell Sarcoma of the Lung: a Case Report.	[]	0
34747784	2021	En-bloc Resection of A Giant Solid Hemangioblastoma of The Vermis.	[]	0
34734398	2021	Heavy Menstrual Bleeding in Adolescent: Normal or a Sign of an Underlying Disease?	[]	0
34723848	2021	NTRK-Fusion Sarcoma of the Uterine Cervix: Report of 2 Cases With Comparative Clinicopathologic Features.	[]	0
34710246	2022	Iron deficiency and fatigue among adolescents with bleeding disorders.	[]	0
34706162	2021	Non-cultured epidermal cells suspended in either platelet-rich plasma or ringer lactate for stable vitiligo: A prospective comparative study.	[]	0
34704187	2021	A case of laparoscopic partial hepatic S7 resection for postoperative liver metastasis of rectal malignant melanoma.	[]	0
34687903	2021	A Retrospective Comparison of Time to Cessation of Acute Heavy Menstrual Bleeding in Adolescents Following Two Dose Regimens of Combined Oral Hormonal Therapy.	[]	0
34675577	2021	Comparison of SOX-10, HMB-45, and Melan-A in Benign Melanocytic Lesions.	[]	0
34673921	2022	Gynecologic and obstetric management of women with von Willebrand disease: summary of 3 systematic reviews of the literature.	[]	1
34662018	2022	StatPearls	[]	0
34646418	2021	Malignant uterine perivascular epithelioid cell tumor: histopathologic and immunohistochemical characterization of a rare tumor in a post-menopausal woman.	[]	0
34643288	2022	Primary cutaneous epithelioid mesenchymal neoplasm with ACTB-GLI1 fusion: a case report.	[]	0
34641382	2021	Identification of the Protein Glycation Sites in Human Myoglobin as Rapidly Induced by d-Ribose.	[]	0
34640407	2021	Conservative Management of Uterine Fibroid-Related Heavy Menstrual Bleeding and Infertility: Time for a Deeper Mechanistic Understanding and an Individualized Approach.	[]	0
34611680	2021	Oxidative addition, reduction and reductive coupling: the versatile reactivity of subvalent gallium cations.	[]	1
34604199	2021	Iris Melanoma in a Patient with Retinitis Pigmentosa.	[]	0
34596123	2021	The need to screen for anemia in exercising women.	[]	0
34591695	2021	Health Care Costs and Treatment Patterns Associated with Uterine Fibroids and Heavy Menstrual Bleeding: A Claims Analysis.	[]	0
34582715	2021	Reduction of Heavy Menstrual Bleeding in Women Not Designated as Responders to Elagolix Plus Add Back Therapy for Uterine Fibroids.	[]	1
34579098	2021	A Proton-Coupled Transport System for β-Hydroxy-β-Methylbutyrate (HMB) in Blood-Brain Barrier Endothelial Cell Line hCMEC/D3.	[]	1
34561349	2021	Characterizing Substance Use Disorders among Transgender Adults Receiving Care at a Large Urban Safety Net Hospital.	[]	0
34542724	2021	Malignant perivascular epithelioid cell neoplasm in the liver: report of a pediatric case.	[]	0
34540914	2021	Malignant Gastrointestinal Neuroectodermal Tumor in the Right Heart: A Report of an Extremely Rare Case Presenting With a Cardiac Mass.	[]	1
34536019	2022	Prevalence, burden and treatment effects of vaginal bleeding in women with (suspected) congenital platelet disorders throughout life: a cross-sectional study.	[]	0
34531015	2021	Hybrid COVID-19 segmentation and recognition framework (HMB-HCF) using deep learning and genetic algorithms.	[]	1
34527133	2021	A new approach using a numerical diagnostic criterion for vitiligo diagnosis with HMB-45 and Melan-A staining.	[]	0
34516615	2021	β-Hydroxy β-methylbutyrate supplementation to adult Thoroughbred geldings increases type IIA fiber content in the gluteus medius.	[]	0
34515443	2021	Women's knowledge and attitude towards human milk donation: a survey within the Italian context.	[]	0
34502096	2021	Fourier Transform Infrared Microspectroscopy Combined with Principal Component Analysis and Artificial Neural Networks for the Study of the Effect of β-Hydroxy-β-Methylbutyrate (HMB) Supplementation on Articular Cartilage.	[]	0
34494138	2022	Investigation of vascular endothelial growth factor (VEGF) polymorphism in patients with idiopathic heavy menstrual bleeding.	[]	0
34484171	2021	HMB Improves Lipid Metabolism of Bama Xiang Mini-Pigs via Modulating the 	[]	0
34466664	2021	A systematic review of outcome reporting and outcome measures in studies investigating uterine-sparing treatment for adenomyosis.	[]	1
34446067	2021	A randomized controlled trial to determine whether beta-hydroxy-beta-methylbutyrate and/or eicosapentaenoic acid improves diaphragm and quadriceps strength in critically Ill mechanically ventilated patients.	[]	1
34438241	2021	Fertility preservation and management of pregnancy in melanoma patients requiring systemic therapy.	[]	0
34436453	2021	The Leucine Catabolite and Dietary Supplement β-Hydroxy-β-Methyl Butyrate (HMB) as an Epigenetic Regulator in Muscle Progenitor Cells.	[]	1
34431710	2021	Primary gastric melanoma presenting with recurrent upper gastrointestinal bleeding.	[]	1
34430979	2021	Effects of β-hydroxy-β-methylbutyrate supplementation on muscle mass and strength in onabotulinumtoxin type-A-injected and contralateral quadriceps femoris in rabbits.	[]	0
34407745	2022	Melanocytic marker Melan-A detects molluscum contagiosum bodies.	[]	0
34401533	2021	Produced β-hydroxybutyrate after β-hydroxy-β-methylbutyrate (HMB) administration may contribute HMB function in mice.	[]	0
34390860	2022	Reduced Activity and Quality of Life in Women Soldiers with Heavy Menstrual Bleeding and Dysmenorrhea.	[]	0
34386465	2021	Analysis of Thermal Sensitivity of Human Cytomegalovirus Assayed in the Conventional Conditions of a Human Milk Bank.	[]	0
34371935	2021	Do Maternal Factors and Milk Expression Patterns Affect the Composition of Donor Human Milk?	[]	1
34371826	2021	Peripheral Blood T Cell Gene Expression Responses to Exercise and HMB in Sarcopenia.	[]	2
34371806	2021	The Effects of 12-Week Beta-Hydroxy-Beta-Methylbutyrate Supplementation in Patients with Liver Cirrhosis: Results from a Randomized Controlled Single-Blind Pilot Study.	[]	2
34368613	2021	Menstruation, anticoagulation, and contraception: VTE and uterine bleeding.	[]	0
34358832	2021	Impact of β-hydroxy-β-methylbutyrate (HMB) on muscle loss and protein metabolism in critically ill patients: A RCT.	[]	3
34334322	2021	Hypersensitivity to mosquito bites: A versatile Epstein-Barr virus disease with allergy, inflammation, and malignancy.	[]	0
34333574	2021	Management of heavy menstrual bleeding in Australian general practice: An analysis of BEACH data.	[]	0
34295064	2021	Angiolipoleiomyoma or HMB-45 Negative Angiomyolipoma of Uterus: Need for Uniformity in Terminology.	[]	0
34291749	2021	Orbital TFE3-Rearranged Perivascular Epithelioid Cell Tumor: A Case Report and Review of the Literature.	[]	0
34291745	2021	Periocular Cutaneous Soft-Tissue Giant Cell Tumor in a Pediatric Patient.	[]	0
34289633	2021	Hierarchically porous magnetic biochar as an efficient amendment for cadmium in water and soil: Performance and mechanism.	[]	0
34282686	2022	Efficacy of Nutrients in Reducing the Symptoms of Radiation Induced Oral Mucositis in a Hamster Model.	[]	0
34270837	2021	Primary melanoma of the anorectal region: clinical and histopathological review of 17 cases. A retrospective cohort study.	[]	0
34247580	2021	Beta-hydroxy beta-methylbutyrate/arginine/glutamine (HMB/Arg/Gln) supplementation to improve the management of cachexia in patients with advanced lung cancer: an open-label, multicentre, randomised, controlled phase II trial (NOURISH).	[]	2
34247361	2021	Off Clamping Laparoscopic Resection of An Extreme Rare Renal Mesenchymal Tumor: An Angiomyolipoma of Renal Capsule.	[]	0
34245652	2021	The levonorgestrel intrauterine system versus endometrial ablation for heavy menstrual bleeding: a cost-effectiveness analysis.	[]	1
34237697	2021	Effect of a multicomponent nutritional supplement on functional outcomes for Duchenne muscular dystrophy: A randomized controlled trial.	[]	0
34221285	2021	Cavaterm	[]	0
34218053	2021	Low dose dexamethasone as treatment for women with heavy menstrual bleeding: A response-adaptive randomised placebo-controlled dose-finding parallel group trial (DexFEM).	[]	1
34215566	2022	Psychosocial work factors and blood pressure among 63 800 employees from The Netherlands in the Lifelines Cohort Study.	[]	0
34213477	2021	Clinical screening for menorrhagia and other bleeding symptoms in Nigerian women.	[]	0
34211886	2021	Recurrent Meningeal Melanocytoma of Cervical Spine: A Rare Case.	[]	0
34207614	2021	High Hydrostatic Pressure Treatment Ensures the Microbiological Safety of Human Milk Including 	[]	3
34180315	2021	Comparison of two levonorgestrel-releasing intrauterine systems for the treatment of heavy menstrual bleeding: a randomised, controlled, phase 3 trial.	[]	0
34179932	2021	Oral Nutritional Supplement with β-hydroxy-β-methylbutyrate (HMB) Improves Nutrition, Physical Performance and Ameliorates Intramuscular Adiposity in Pre-Frail Older Adults: A Randomized Controlled Trial.	[]	0
34174024	2021	Metastatic malignant melanoma mimicking a salivary gland basaloid neoplasm after treatment with nivolumab.	[]	1
34160452	2021	Primary malignant melanoma of the esophagogastric junction: A case report.	[]	1
34155350	2021	The clinicopathologic spectrum and genomic landscape of de-/trans-differentiated melanoma.	[]	1
34153650	2021	Concomitant use of combined hormonal contraceptives and antifibrinolytic agents for the management of heavy menstrual bleeding: A practice pattern survey.	[]	0
34150831	2021	Organ Growth and Intestinal Functions of Preterm Pigs Fed Low and High Protein Formulas With or Without Supplemental Leucine or Hydroxymethylbutyrate as Growth Promoters.	[]	1
34131293	2022	Uterine PEComas: correlation between melanocytic marker expression and TSC alterations/TFE3 fusions.	[]	0
34107776	2021	Mapping Hospital-Based Lactation Care Provided to Bereaved Mothers: A Basis for Quality Improvement.	[]	0
34105579	2021	Roles of amino acid derivatives in the regulation of obesity.	[]	1
34081113	2021	Effects of exercise and/or β-hydroxy-β-methylbutyrate supplementation on muscle mass, muscle strength, and physical performance in older women with low muscle mass: a randomized, double-blind, placebo-controlled trial.	[]	1
34065327	2021	The Effects of Prenatal Supplementation with β-Hydroxy-β-Methylbutyrate and/or Alpha-Ketoglutaric Acid on the Development and Maturation of Mink Intestines Are Dependent on the Number of Pregnancies and the Sex of the Offspring.	[]	1
34047657	2021	The difficult journey to treatment for women suffering from heavy menstrual bleeding: a multi-national survey.	[]	0
34040323	2021	Clinical characteristics and outcomes of patients with hepatic angiomyolipoma: A literature review.	[]	3
34024857	2021	Disseminated Bone Marrow Carcinomatosis Due to Malignant Melanoma of Unknown Primary Origin.	[]	0
33998300	2022	Oriahnn: New Drug Approved for Treating Heavy Menstrual Bleeding in Women With Uterine Fibroids.	[]	2
33981693	2021	Case of a Giant Conjunctival Melanocytic Nevus.	[]	0
33977212	2021	Elevated von Willebrand factor levels during heavy menstrual bleeding episodes limit the diagnostic utility for von Willebrand disease.	[]	1
33977211	2021	Reproductive issues in women on direct oral anticoagulants.	[]	0
33966244	2021	Effect of Blood Flow on Hemoglobin and Myoglobin Oxygenation in Contracting Muscle Using Near-Infrared Spectroscopy.	[]	1
33964957	2021	Large intraperitoneal lipoleiomyoma in a pre-menopausal woman: a case report.	[]	0
33948334	2021	Hemorrhagic spinal melanotic schwannoma presenting as acute chest pain: A case report and literature review.	[]	0
33941134	2021	The value of transbronchial lung biopsy in the diagnosis of lymphangioleiomyomatosis.	[]	0
33939051	2021	Surgical resection of extremely rare primary giant splenic angiomyolipoma: a case report.	[]	0
33919223	2021	Alterations of the Muscular Fatty Acid Composition and Serum Metabolome in Bama Xiang Mini-Pigs Exposed to Dietary Beta-Hydroxy Beta-Methyl Butyrate.	[]	3
33908075	2021	Primary cutaneous malignant perivascular epithelioid cell tumor: Case of a rare tumor with review of the literature.	[]	0
33898426	2021	Transforming Growth Factor (TGF) β and Endometrial Vascular Maturation.	[]	0
33889631	2021	Combined immune checkpoint inhibitors of CTLA4 and PD-1 for hepatic melanoma of unknown primary origin: A case report.	[]	0
33868570	2021	Dietary Beta-Hydroxy Beta-Methyl Butyrate Supplementation Alleviates Liver Injury in Lipopolysaccharide-Challenged Piglets.	[]	0
33851646	2021		[]	0
33846724	2021	Prospective associations between physical activity and BMI with irregular periods and heavy menstrual bleeding in a large cohort of Australian women.	[]	1
33840528	2021	Heavy menstrual bleeding and its detection in clinical practice.	[]	0
33810988	2021	Primary intraosseous malignant peripheral nerve sheath tumor of the mandible: An unusual presentation mimicking a benign lesion.	[]	0
33805883	2021	Effects of Co-Ingestion of β-Hydroxy-β-Methylbutyrate and L-Arginine α-Ketoglutarate on Jump Performance in Young Track and Field Athletes.	[]	0
33802917	2021	Effect of a Food for Special Medical Purposes for Muscle Recovery, Consisting of Arginine, Glutamine and Beta-Hydroxy-Beta-Methylbutyrate on Body Composition and Skin Health in Overweight and Obese Class I Sedentary Postmenopausal Women.	[]	0
33802646	2021	β-Hydroxy-β-Methylbutyrate (HMB) Supplementation Prevents Bone Loss during Pregnancy-Novel Evidence from a Spiny Mouse (	[]	1
33802012	2021	Urinary Titin N-Fragment Evaluation in a Randomized Controlled Trial of Beta-Hydroxy-Beta-Methylbutyrate for Acute Mild Trauma in Older Adults.	[]	0
33801642	2021	SOX11, SOX10 and MITF Gene Interaction: A Possible Diagnostic Tool in Malignant Melanoma.	[]	3
33800596	2021	Trends and Dynamics in the First Four Years of Operation of the First Human Milk Bank in Vietnam.	[]	2
33795920	2021	β-hydroxy-β-methylbutyrate supplementation benefits the effects of resistance training on body fat reduction via increased irisin expression in white adipose tissue.	[]	0
33792308	2021	Heterocyclic-Additive-Activated Dinuclear Dysprosium Electrocatalysts for Heterogeneous Water Oxidation.	[]	0
33785961	2021	Ovarian steroid cell tumour (NOS) causing Cushing's syndrome in an extremely young girl: A case report.	[]	1
33780205	2018	Evidence reviews for management of heavy menstrual bleeding: Heavy menstrual bleeding (update): Evidence review B	[]	0
33768970	2021	Malignant Subcutaneous Perivascular Epithelioid Cell Tumor of Anterior Abdominal Wall.	[]	0
33765478	2021	Office hysteroscopy safety and feasibility in women receiving anticoagulation and anti-platelet treatment.	[]	0
33752163	2021	Label-free quantitative proteomics analysis of Humulus scandens (Lour.) Merr. leaves treated by an odor compound of Periploca sepium Bunge.	[]	1
33734707	2021	Biosynthesis of 3-Hydroxy-3-Methylbutyrate from l-Leucine by Whole-Cell Catalysis.	[]	0
33709969	2021	Effects of Beta-Hydroxy-Beta-Methylbutyrate Supplementation on Elderly Body Composition and Muscle Strength: A Review of Clinical Trials.	[]	2
33653363	2021	Label-free proteomics uncovers SMC1A expression is Down-regulated in AUB-E.	[]	1
33643073	2021	Dietary Beta-Hydroxy-Beta-Methyl Butyrate Supplementation Affects Growth, Carcass Characteristics, Meat Quality, and Serum Metabolomics Profile in Broiler Chickens.	[]	1
33626093	2021	The effect of maternal HMB supplementation on bone mechanical and geometrical properties, as well as histomorphometry and immunolocalization of VEGF, TIMP2, MMP13, BMP2 in the bone and cartilage tissue of the humerus of their newborn piglets.	[]	2
33623528	2021	The Revolution of Breast Milk: The Multiple Role of Human Milk Banking between Evidence and Experience-A Narrative Review.	[]	0
33619722	2021	Endometrial resection and ablation versus hysterectomy for heavy menstrual bleeding.	[]	0
33614981	2021	Heavy menstrual bleeding awareness among Saudi female population and clinical implications.	[]	0
33603496	2021	Water Vapor Endometrial Ablation for Heavy Menstrual Bleeding: 36-Month Follow-Up of a Prospective, Multicenter Pivotal Clinical Trial.	[]	0
33593641	2021	The Best Laid Plans: Computational Principles of Anterior Cingulate Cortex.	[]	6
33552898	2021	Isobutene production in 	[]	2
33543862	2021	Multiomics-Identified Intervention to Restore Ethanol-Induced Dysregulated Proteostasis and Secondary Sarcopenia in Alcoholic Liver Disease.	[]	10
33537547	2021	Heavy menstrual bleeding on direct factor Xa inhibitors: Rationale and design of the MEDEA study.	[]	1
33533852	2021	The role of human milk banks in promoting maternal and infant health: a systematic review.	[]	0
33522397	2021	Metabolic flux analysis of branched-chain amino and keto acids (BCAA, BCKA) and β-hydroxy β-methylbutyric acid across multiple organs in the pig.	[]	1
33521972	2021	The presentation and outcomes of Hermansky-Pudlak syndrome in obstetrics and gynecological settings: A systematic review.	[]	1
33519951	2021	Heavy menstrual bleeding management during the Covid pandemic.	[]	0
33517911	2021	The Progestin Revolution: progestins are arising as the dominant players in the tight interlink between contraceptives and bleeding control.	[]	0
33514606	2021	More than just contraception: the impact of the levonorgestrel-releasing intrauterine system on public health over 30 years.	[]	0
33497749	2021	Provider Attitudes and Practices Regarding Intrauterine System (IUS) Insertion in Adolescents With and Without Bleeding Disorders for Management of Heavy Menstrual Bleeding.	[]	0
33496337	2021	Markers of human endometrial hypoxia can be detected in vivo and ex vivo during physiological menstruation.	[]	0
33491057	2021	Adenomyosis of the inner and outer myometrium are associated with different clinical profiles.	[]	5
33478436	2021	Primary clear cell sarcoma of the femur: a unique case with RT-PCR and direct sequencing confirmation of EWSR1/ATF1 fusion gene.	[]	0
33464753	2021	Histological and Immunohistochemical Changes of Congenital Melanocytic Nevi With Age.	[]	0
33464752	2021	Metastatic Melanoma With Features of Desmoplastic Melanoma in a Patient With Primary Cutaneous Superficial Spreading Melanoma With Epithelioid Features.	[]	0
33403779	2021	Maintaining human milk bank services throughout the COVID-19 pandemic: A global response.	[]	8
33358361	2020	Experience With the Use of Baricitinib and Tocilizumab Monotherapy or Combined, in Patients With Interstitial Pneumonia Secondary to Coronavirus COVID19: A Real-World Study.	[]	13
33345104	2020	Third-Party Testing Nutritional Supplement Knowledge, Attitudes, and Use Among an NCAA I Collegiate Student-Athlete Population.	[]	3
33341377	2021	In situ melanoma of oral cavity: Diagnosis and treatment of a rare entity.	[]	0
33340079	2021	Primary melanoma of the oral cavity: A multi-institutional retrospective analysis in Brazil.	[]	0
33312558	2020	Primary malignant melanoma of the parotid gland: A case report and review of the literature.	[]	0
33275699	2020	Management of heavy menstrual bleeding on anticoagulation.	[]	2
33268143	2021	Impact of specialized oral nutritional supplement on clinical, nutritional, and functional outcomes: A randomized, placebo-controlled trial in community-dwelling older adults at risk of malnutrition.	[]	5
33251071	2020	A Curious Case of Colonic Perivascular Epithelioid Cell Tumor: A Unique Diagnosis With Variable Presentations.	[]	0
33250736	2020	CD10-Positive Cutaneous PEComa: An Extremely Rare Skin Tumour.	[]	0
33247314	2021	A Review of Clinical Guidelines on the Management of Iron Deficiency and Iron-Deficiency Anemia in Women with Heavy Menstrual Bleeding.	[]	4
33240785	2021	Primary perivascular epithelioid cell tumor (PEComa) in bone: A review of the literature and a case arising in the humerus with multiple metastases.	[]	2
33233350	2020	PGC-1α-Targeted Therapeutic Approaches to Enhance Muscle Recovery in Aging.	[]	4
33221019	2021	Modulating hierarchically microporous biochar via molten alkali treatment for efficient adsorption removal of perfluorinated carboxylic acids from wastewater.	[]	0
33212377	2021	Heavy menstrual bleeding in women on oral anticoagulants.	[]	2
33212308	2020	Hepatic angiomyolipoma: A case report and literature review.	[]	0
33148945	2021	β-hydroxy-β-methylbutyrate supplementation in older persons - an update.	[]	2
33142971	2020	Primary Melanoma of the Lung: A Systematic Review.	[]	2
